precs,recalls
0.08807415116941264,1.0
0.08762785208497247,0.9933110367892977
0.0876709632982387,0.9933110367892977
0.08771411695215593,0.9933110367892977
0.08775731310942579,0.9933110367892977
0.08780055183287347,0.9933110367892977
0.0878438331854481,0.9933110367892977
0.08788715723022292,0.9933110367892977
0.08793052403039574,0.9933110367892977
0.0879739336492891,0.9933110367892977
0.0880173861503507,0.9933110367892977
0.08806088159715358,0.9933110367892977
0.08810442005339662,0.9933110367892977
0.08814800158290463,0.9933110367892977
0.08819162624962883,0.9933110367892977
0.08823529411764706,0.9933110367892977
0.08827900525116417,0.9933110367892977
0.0883227597145123,0.9933110367892977
0.08836655757215114,0.9933110367892977
0.08841039888866839,0.9933110367892977
0.0884542837287799,0.9933110367892977
0.08849821215733016,0.9933110367892977
0.08859148487680713,0.9933110367892977
0.08863554971946998,0.9933110367892977
0.08867965841909349,0.9933110367892977
0.08872381104118537,0.9933110367892977
0.08876800765138382,0.9933110367892977
0.08881224831545792,0.9933110367892977
0.0888565330993079,0.9933110367892977
0.08890086206896551,0.9933110367892977
0.08894523529059437,0.9933110367892977
0.08898965283049019,0.9933110367892977
0.08903411475508125,0.9933110367892977
0.08907862113092857,0.9933110367892977
0.08912317202472643,0.9933110367892977
0.0891677675033025,0.9933110367892977
0.08921240763361836,0.9933110367892977
0.08925709248276968,0.9933110367892977
0.08930182211798665,0.9933110367892977
0.08934659660663431,0.9933110367892977
0.08939141601621285,0.9933110367892977
0.08943628041435799,0.9933110367892977
0.08948118986884127,0.9933110367892977
0.08952614444757044,0.9933110367892977
0.08957114421858978,0.9933110367892977
0.08961618925008047,0.9933110367892977
0.08966127961036086,0.9933110367892977
0.08970641536788691,0.9933110367892977
0.0897515965912525,0.9933110367892977
0.08979682334918972,0.9933110367892977
0.08984209571056931,0.9933110367892977
0.08988741374440096,0.9933110367892977
0.08998363933830213,0.9933110367892977
0.09002910031525342,0.9933110367892977
0.09007460725044987,0.9933110367892977
0.09012016021361816,0.9933110367892977
0.09016575927462608,0.9933110367892977
0.0902114045034829,0.9933110367892977
0.09025709597033976,0.9933110367892977
0.09030283374548993,0.9933110367892977
0.09034861789936928,0.9933110367892977
0.09039444850255661,0.9933110367892977
0.09044032562577398,0.9933110367892977
0.09048624933988707,0.9933110367892977
0.09053221971590562,0.9933110367892977
0.09057823682498374,0.9933110367892977
0.09062430073842023,0.9933110367892977
0.09067041152765906,0.9933110367892977
0.09071656926428964,0.9933110367892977
0.09081457925636008,0.9933110367892977
0.09086088393057454,0.9933110367892977
0.0909072358486716,0.9933110367892977
0.09095363508299137,0.9933110367892977
0.09100008170602174,0.9933110367892977
0.09104657579039872,0.9933110367892977
0.09109311740890688,0.9933110367892977
0.09113970663447965,0.9933110367892977
0.09118634354019978,0.9933110367892977
0.09123302819929963,0.9933110367892977
0.09127976068516166,0.9933110367892977
0.09132654107131875,0.9933110367892977
0.09137336943145459,0.9933110367892977
0.09142024583940407,0.9933110367892977
0.0914671703691537,0.9933110367892977
0.09151414309484193,0.9933110367892977
0.09156116409075962,0.9933110367892977
0.09161011721159779,0.9933110367892977
0.09165723690978295,0.9933110367892977
0.09170440510498147,0.9933110367892977
0.0917516218721038,0.9933110367892977
0.09179888728621471,0.9933110367892977
0.09184620142253376,0.9933110367892977
0.09189356435643564,0.9933110367892977
0.09194097616345062,0.9933110367892977
0.09198843691926492,0.9933110367892977
0.09203594669972111,0.9933110367892977
0.09208540895843238,0.9933110367892977
0.09213301898498573,0.9933110367892977
0.09218067826770676,0.9933110367892977
0.09222838688307386,0.9933110367892977
0.09227614490772386,0.9933110367892977
0.09232395241845236,0.9933110367892977
0.09237372480716596,0.9933110367892977
0.09242163350828786,0.9933110367892977
0.09246959192992653,0.9933110367892977
0.0925176001495234,0.9933110367892977
0.09256565824468085,0.9933110367892977
0.09261376629316259,0.9933110367892977
0.09266192437289404,0.9933110367892977
0.09271013256196284,0.9933110367892977
0.09275839093861914,0.9933110367892977
0.09280669958127617,0.9933110367892977
0.09285505856851056,0.9933110367892977
0.09290346797906283,0.9933110367892977
0.09295192789183776,0.9933110367892977
0.09300237985887855,0.9933110367892977
0.09305094304154396,0.9933110367892977
0.0930995569673159,0.9933110367892977
0.0931501693639443,0.9933110367892977
0.09319888705257212,0.9933110367892977
0.09324960753532183,0.9933110367892977
0.09329842931937173,0.9933110367892977
0.09334730225248822,0.9933110367892977
0.09339622641509433,0.9933110367892977
0.09344520188778185,0.9933110367892977
0.09349422875131165,0.9933110367892977
0.09354330708661417,0.9933110367892977
0.09359243697478992,0.9933110367892977
0.09364161849710982,0.9933110367892977
0.09369085173501578,0.9933110367892977
