fpr,tpr
0,0
0,0.000222965
0,0.18238573
1.01E-05,0.18238573
1.01E-05,0.201783724
2.03E-05,0.201783724
2.03E-05,0.21761427
3.04E-05,0.21761427
3.04E-05,0.218729097
5.07E-05,0.218729097
5.07E-05,0.219175028
6.08E-05,0.219175028
6.08E-05,0.219620959
7.09E-05,0.219620959
7.09E-05,0.219843924
9.12E-05,0.219843924
9.12E-05,0.222073579
0.000101348,0.222073579
0.000101348,0.222742475
0.000111483,0.222742475
0.000111483,0.2303233
0.000121618,0.2303233
0.000121618,0.234113712
0.000131752,0.234113712
0.000131752,0.235451505
0.000141887,0.235451505
0.000141887,0.236343367
0.000152022,0.236343367
0.000152022,0.237458194
0.000162157,0.237458194
0.000162157,0.238795987
0.000182426,0.238795987
0.000182426,0.239018952
0.000192561,0.239018952
0.000192561,0.239464883
0.000202696,0.239464883
0.000202696,0.24057971
0.000212831,0.24057971
0.000212831,0.240802676
0.0002331,0.240802676
0.0002331,0.241917503
0.000243235,0.241917503
0.000243235,0.242363434
0.00025337,0.242363434
0.00025337,0.245261984
0.000273639,0.245261984
0.000273639,0.249498328
0.000283774,0.249498328
0.000283774,0.253734671
0.000293909,0.253734671
0.000293909,0.256187291
0.000304044,0.256187291
0.000304044,0.256410256
0.000314179,0.256410256
0.000314179,0.256856187
0.000324313,0.256856187
0.000324313,0.25819398
0.000334448,0.25819398
0.000334448,0.261092531
0.000344583,0.261092531
0.000344583,0.265328874
0.000364853,0.265328874
0.000364853,0.26599777
0.000374987,0.26599777
0.000374987,0.266220736
0.000405392,0.266220736
0.000405392,0.266443701
0.000415527,0.266443701
0.000415527,0.266889632
0.000445931,0.266889632
0.000445931,0.26845039
0.0004662,0.26845039
0.0004662,0.268896321
0.000476335,0.268896321
0.000476335,0.269342252
0.000496605,0.269342252
0.000496605,0.271125975
0.000516874,0.271125975
0.000516874,0.271348941
0.000527009,0.271348941
0.000527009,0.274916388
0.000537144,0.274916388
0.000537144,0.276031215
0.000547279,0.276031215
0.000547279,0.277591973
0.000557414,0.277591973
0.000557414,0.279598662
0.000567548,0.279598662
0.000567548,0.280044593
0.000577683,0.280044593
0.000577683,0.280713489
0.000608088,0.280713489
0.000608088,0.280936455
0.000628357,0.280936455
0.000628357,0.28115942
0.000638492,0.28115942
0.000638492,0.281828317
0.000648627,0.281828317
0.000648627,0.282051282
0.000658762,0.282051282
0.000658762,0.284949833
0.000668896,0.284949833
0.000668896,0.285618729
0.000679031,0.285618729
0.000679031,0.286733556
0.000689166,0.286733556
0.000689166,0.287402453
0.000699301,0.287402453
0.000699301,0.288071349
0.000709435,0.288071349
0.000709435,0.289632107
0.00071957,0.289632107
0.00071957,0.294537347
0.000729705,0.294537347
0.000729705,0.295206243
0.00073984,0.295206243
0.00073984,0.296098105
0.000760109,0.296098105
0.000760109,0.296767001
0.000770244,0.296767001
0.000770244,0.297881828
0.000780379,0.297881828
0.000780379,0.301449275
0.000800649,0.301449275
0.000800649,0.302118172
0.000810783,0.302118172
0.000810783,0.302341137
0.000820918,0.302341137
0.000820918,0.302564103
0.000831053,0.302564103
0.000831053,0.307469342
0.000841188,0.307469342
0.000841188,0.311036789
0.000851323,0.311036789
0.000851323,0.311928651
0.000861457,0.311928651
0.000861457,0.313489409
0.000871592,0.313489409
0.000871592,0.31393534
0.000912131,0.31393534
0.000912131,0.314827202
0.000922266,0.314827202
0.000922266,0.315273133
0.000952671,0.315273133
0.000952671,0.31884058
0.000962805,0.31884058
0.000962805,0.319955407
0.00097294,0.319955407
0.00097294,0.3212932
0.001003344,0.3212932
0.001003344,0.321516165
0.001013479,0.321516165
0.001013479,0.323299889
0.001023614,0.323299889
0.001023614,0.324860647
0.001054018,0.324860647
0.001054018,0.327090301
0.001064153,0.327090301
0.001064153,0.329542921
0.001094558,0.329542921
0.001094558,0.331995541
0.001104692,0.331995541
0.001104692,0.332887402
0.001114827,0.332887402
0.001114827,0.334225195
0.001124962,0.334225195
0.001124962,0.335340022
0.001135097,0.335340022
0.001135097,0.335562988
0.001155366,0.335562988
0.001155366,0.339130435
0.001175636,0.339130435
0.001175636,0.340691193
0.001185771,0.340691193
0.001185771,0.340914158
0.001195906,0.340914158
0.001195906,0.342028986
0.00120604,0.342028986
0.00120604,0.342251951
0.00122631,0.342251951
0.00122631,0.342474916
0.001236445,0.342474916
0.001236445,0.34425864
0.00124658,0.34425864
0.00124658,0.344927536
0.001256714,0.344927536
0.001256714,0.345150502
0.001266849,0.345150502
0.001266849,0.346042363
0.001276984,0.346042363
0.001276984,0.34671126
0.001307388,0.34671126
0.001307388,0.347157191
0.001317523,0.347157191
0.001317523,0.348049052
0.001327658,0.348049052
0.001327658,0.348717949
0.001337793,0.348717949
0.001337793,0.349386845
0.001347927,0.349386845
0.001347927,0.35206243
0.001358062,0.35206243
0.001358062,0.352285396
0.001388467,0.352285396
0.001388467,0.352731327
0.001408736,0.352731327
0.001408736,0.352954292
0.001429006,0.352954292
0.001429006,0.353177258
0.001469545,0.353177258
0.001469545,0.353400223
0.001540488,0.353400223
0.001540488,0.35451505
0.001550623,0.35451505
0.001550623,0.354738016
0.001560758,0.354738016
0.001560758,0.356744705
0.001570893,0.356744705
0.001570893,0.357190635
0.001581028,0.357190635
0.001581028,0.358528428
0.001591162,0.358528428
0.001591162,0.358974359
0.001601297,0.358974359
0.001601297,0.360312152
0.001611432,0.360312152
0.001611432,0.362318841
0.001621567,0.362318841
0.001621567,0.363879599
0.001631702,0.363879599
0.001631702,0.364994426
0.001651971,0.364994426
0.001651971,0.365217391
0.001672241,0.365217391
0.001672241,0.366109253
0.001682376,0.366109253
0.001682376,0.366332219
0.001702645,0.366332219
0.001702645,0.366778149
0.00171278,0.366778149
0.00171278,0.367892977
0.001722915,0.367892977
0.001722915,0.368115942
0.001753319,0.368115942
0.001753319,0.368784838
0.001773589,0.368784838
0.001773589,0.369007804
0.001793858,0.369007804
0.001793858,0.369230769
0.001803993,0.369230769
0.001803993,0.369899666
0.001814128,0.369899666
0.001814128,0.370122631
0.001834397,0.370122631
0.001834397,0.370345596
0.001844532,0.370345596
0.001844532,0.370791527
0.001864802,0.370791527
0.001864802,0.371460424
0.001874937,0.371460424
0.001874937,0.371683389
0.001895206,0.371683389
0.001895206,0.372575251
0.001905341,0.372575251
0.001905341,0.372798216
0.001915476,0.372798216
0.001915476,0.373913043
0.00194588,0.373913043
0.00194588,0.374804905
0.001956015,0.374804905
0.001956015,0.375250836
0.001986419,0.375250836
0.001986419,0.375473802
0.001996554,0.375473802
0.001996554,0.375696767
0.002006689,0.375696767
0.002006689,0.376142698
0.002016824,0.376142698
0.002016824,0.376365663
0.002026959,0.376365663
0.002026959,0.376588629
0.002047228,0.376588629
0.002047228,0.37703456
0.002057363,0.37703456
0.002057363,0.377257525
0.002067498,0.377257525
0.002067498,0.377703456
0.002077633,0.377703456
0.002077633,0.378372352
0.002087767,0.378372352
0.002087767,0.379487179
0.002097902,0.379487179
0.002097902,0.379710145
0.002108037,0.379710145
0.002108037,0.380824972
0.002118172,0.380824972
0.002118172,0.383054627
0.002128306,0.383054627
0.002128306,0.383277592
0.002138441,0.383277592
0.002138441,0.383500557
0.002148576,0.383500557
0.002148576,0.383723523
0.002158711,0.383723523
0.002158711,0.383946488
0.002168846,0.383946488
0.002168846,0.384392419
0.00217898,0.384392419
0.00217898,0.384615385
0.00219925,0.384615385
0.00219925,0.38483835
0.00221952,0.38483835
0.00221952,0.386399108
0.002239789,0.386399108
0.002239789,0.386622074
0.002270194,0.386622074
0.002270194,0.387068004
0.002280328,0.387068004
0.002280328,0.38729097
0.002290463,0.38729097
0.002290463,0.387736901
0.002300598,0.387736901
0.002300598,0.387959866
0.002331002,0.387959866
0.002331002,0.388851728
0.002351272,0.388851728
0.002351272,0.389966555
0.002361407,0.389966555
0.002361407,0.390412486
0.002381676,0.390412486
0.002381676,0.391081382
0.002391811,0.391081382
0.002391811,0.391304348
0.002422215,0.391304348
0.002422215,0.391527313
0.002442485,0.391527313
0.002442485,0.391973244
0.00245262,0.391973244
0.00245262,0.39264214
0.002483024,0.39264214
0.002483024,0.393088071
0.002493159,0.393088071
0.002493159,0.393311037
0.002503294,0.393311037
0.002503294,0.393534002
0.002513429,0.393534002
0.002513429,0.394202899
0.002523563,0.394202899
0.002523563,0.394425864
0.002543833,0.394425864
0.002543833,0.394871795
0.002594507,0.394871795
0.002594507,0.39509476
0.002604642,0.39509476
0.002604642,0.395317726
0.002624911,0.395317726
0.002624911,0.395540691
0.002635046,0.395540691
0.002635046,0.395986622
0.002645181,0.395986622
0.002645181,0.396209588
0.002655316,0.396209588
0.002655316,0.396655518
0.00266545,0.396655518
0.00266545,0.396878484
0.002675585,0.396878484
0.002675585,0.397101449
0.00268572,0.397101449
0.00268572,0.397324415
0.002716124,0.397324415
0.002716124,0.398662207
0.002726259,0.398662207
0.002726259,0.398885173
0.002746529,0.398885173
0.002746529,0.399331104
0.002756664,0.399331104
0.002756664,0.400222965
0.002766798,0.400222965
0.002766798,0.401114827
0.002807338,0.401114827
0.002807338,0.401337793
0.002837742,0.401337793
0.002837742,0.401560758
0.002847877,0.401560758
0.002847877,0.402006689
0.002888416,0.402006689
0.002888416,0.403121516
0.002898551,0.403121516
0.002898551,0.403567447
0.00291882,0.403567447
0.00291882,0.403790412
0.002928955,0.403790412
0.002928955,0.404459309
0.002949225,0.404459309
0.002949225,0.404682274
0.002969494,0.404682274
0.002969494,0.405128205
0.002999899,0.405128205
0.002999899,0.405351171
0.003030303,0.405351171
0.003030303,0.406688963
0.003050573,0.406688963
0.003050573,0.406911929
0.003060707,0.406911929
0.003060707,0.407134894
0.003070842,0.407134894
0.003070842,0.40735786
0.003091112,0.40735786
0.003091112,0.40780379
0.003121516,0.40780379
0.003121516,0.408026756
0.003131651,0.408026756
0.003131651,0.408249721
0.003141786,0.408249721
0.003141786,0.408918618
0.00317219,0.408918618
0.00317219,0.409141583
0.00319246,0.409141583
0.00319246,0.409364548
0.003202595,0.409364548
0.003202595,0.409587514
0.003222864,0.409587514
0.003222864,0.409810479
0.003232999,0.409810479
0.003232999,0.410479376
0.003263403,0.410479376
0.003263403,0.410702341
0.003324212,0.410702341
0.003324212,0.411371237
0.003344482,0.411371237
0.003344482,0.411817168
0.003354616,0.411817168
0.003354616,0.412040134
0.003374886,0.412040134
0.003374886,0.412263099
0.003395156,0.412263099
0.003395156,0.412486065
0.00342556,0.412486065
0.00342556,0.413600892
0.00344583,0.413600892
0.00344583,0.413823857
0.003486369,0.413823857
0.003486369,0.414046823
0.003526908,0.414046823
0.003526908,0.414269788
0.003537043,0.414269788
0.003537043,0.414492754
0.003547177,0.414492754
0.003547177,0.41516165
0.003567447,0.41516165
0.003567447,0.415384615
0.003597851,0.415384615
0.003597851,0.415607581
0.003618121,0.415607581
0.003618121,0.415830546
0.00365866,0.415830546
0.00365866,0.416499443
0.00367893,0.416499443
0.00367893,0.416722408
0.003699199,0.416722408
0.003699199,0.416945373
0.003709334,0.416945373
0.003709334,0.417168339
0.003760008,0.417168339
0.003760008,0.41761427
0.003770143,0.41761427
0.003770143,0.417837235
0.003780278,0.417837235
0.003780278,0.418060201
0.003800547,0.418060201
0.003800547,0.418283166
0.003861356,0.418283166
0.003861356,0.418952062
0.00389176,0.418952062
0.00389176,0.419175028
0.003922165,0.419175028
0.003922165,0.419620959
0.0039323,0.419620959
0.0039323,0.420289855
0.003942434,0.420289855
0.003942434,0.420512821
0.003982974,0.420512821
0.003982974,0.420958751
0.004003243,0.420958751
0.004003243,0.421181717
0.004013378,0.421181717
0.004013378,0.421404682
0.004043782,0.421404682
0.004043782,0.421627648
0.004074187,0.421627648
0.004074187,0.422073579
0.004094456,0.422073579
0.004094456,0.422296544
0.004104591,0.422296544
0.004104591,0.422742475
0.00414513,0.422742475
0.00414513,0.42296544
0.004256613,0.42296544
0.004256613,0.423188406
0.004266748,0.423188406
0.004266748,0.423634337
0.004287017,0.423634337
0.004287017,0.423857302
0.004297152,0.423857302
0.004297152,0.424749164
0.004327557,0.424749164
0.004327557,0.424972129
0.004337691,0.424972129
0.004337691,0.425195095
0.004347826,0.425195095
0.004347826,0.42541806
0.0043985,0.42541806
0.0043985,0.425641026
0.004428904,0.425641026
0.004428904,0.425863991
0.004439039,0.425863991
0.004439039,0.426086957
0.004459309,0.426086957
0.004459309,0.426309922
0.004469444,0.426309922
0.004469444,0.426532887
0.004570792,0.426532887
0.004570792,0.426755853
0.004591061,0.426755853
0.004591061,0.426978818
0.004601196,0.426978818
0.004601196,0.427201784
0.004611331,0.427201784
0.004611331,0.427424749
0.004662005,0.427424749
0.004662005,0.428093645
0.004672139,0.428093645
0.004672139,0.428316611
0.004783622,0.428316611
0.004783622,0.428539576
0.004814027,0.428539576
0.004814027,0.428762542
0.004834296,0.428762542
0.004834296,0.429208473
0.004864701,0.429208473
0.004864701,0.429654404
0.004874835,0.429654404
0.004874835,0.4303233
0.00488497,0.4303233
0.00488497,0.430546265
0.004935644,0.430546265
0.004935644,0.430769231
0.004955914,0.430769231
0.004955914,0.430992196
0.004966048,0.430992196
0.004966048,0.431215162
0.004976183,0.431215162
0.004976183,0.431661093
0.004986318,0.431661093
0.004986318,0.431884058
0.004996453,0.431884058
0.004996453,0.432107023
0.005026857,0.432107023
0.005026857,0.432329989
0.005047127,0.432329989
0.005047127,0.432552954
0.005199149,0.432552954
0.005199149,0.43277592
0.005280227,0.43277592
0.005280227,0.433221851
0.005320766,0.433221851
0.005320766,0.433444816
0.005330901,0.433444816
0.005330901,0.433890747
0.005361305,0.433890747
0.005361305,0.434113712
0.00537144,0.434113712
0.00537144,0.434336678
0.005411979,0.434336678
0.005411979,0.434559643
0.005493058,0.434559643
0.005493058,0.434782609
0.005503192,0.434782609
0.005503192,0.43522854
0.005523462,0.43522854
0.005523462,0.435451505
0.005533597,0.435451505
0.005533597,0.43567447
0.005553866,0.43567447
0.005553866,0.435897436
0.005584271,0.435897436
0.005584271,0.436343367
0.00562481,0.436343367
0.00562481,0.436566332
0.005634945,0.436566332
0.005634945,0.436789298
0.005685619,0.436789298
0.005685619,0.437012263
0.005726158,0.437012263
0.005726158,0.437458194
0.005746427,0.437458194
0.005746427,0.437681159
0.005766697,0.437681159
0.005766697,0.437904125
0.005776832,0.43812709
0.005807236,0.43812709
0.005807236,0.438350056
0.005817371,0.438350056
0.005817371,0.438573021
0.005847775,0.438573021
0.005847775,0.439241918
0.005908584,0.439241918
0.005908584,0.439464883
0.005918719,0.439464883
0.005918719,0.440133779
0.005949123,0.440133779
0.005949123,0.44057971
0.006009932,0.44057971
0.006009932,0.441248606
0.006020067,0.441248606
0.006020067,0.442140468
0.006030202,0.442140468
0.006030202,0.442363434
0.006141684,0.442363434
0.006141684,0.442586399
0.006161954,0.442586399
0.006161954,0.44303233
0.006293706,0.44303233
0.006293706,0.443255295
0.006303841,0.443255295
0.006303841,0.443924192
0.00634438,0.443924192
0.00634438,0.444147157
0.00636465,0.444147157
0.00636465,0.444370123
0.006384919,0.444370123
0.006384919,0.444816054
0.006425459,0.444816054
0.006425459,0.445039019
0.006445728,0.445039019
0.006445728,0.445261984
0.006496402,0.445261984
0.006496402,0.44548495
0.006516672,0.44548495
0.006516672,0.445707915
0.006526807,0.445707915
0.006526807,0.446376812
0.006547076,0.446376812
0.006547076,0.446599777
0.006587615,0.446599777
0.006587615,0.446822742
0.006607885,0.446822742
0.006607885,0.447045708
0.006638289,0.447045708
0.006638289,0.447268673
0.006658559,0.447268673
0.006658559,0.44793757
0.006688963,0.44793757
0.006688963,0.448383501
0.006820716,0.448383501
0.006820716,0.448606466
0.006861255,0.448606466
0.006861255,0.448829431
0.006922063,0.448829431
0.006922063,0.449052397
0.006962603,0.449052397
0.006962603,0.449275362
0.006972737,0.449275362
0.006972737,0.449498328
0.006982872,0.449498328
0.006982872,0.449721293
0.007023411,0.449721293
0.007023411,0.449944259
0.007165298,0.449944259
0.007165298,0.450167224
0.007266646,0.450167224
0.007266646,0.451059086
0.007297051,0.451059086
0.007297051,0.451282051
0.007307186,0.451282051
0.007307186,0.451727982
0.007327455,0.451727982
0.007327455,0.451950948
0.00735786,0.451950948
0.00735786,0.452173913
0.007388264,0.452173913
0.007388264,0.452396878
0.007428803,0.452396878
0.007428803,0.452842809
0.007509881,0.452842809
0.007509881,0.453065775
0.007540286,0.453065775
0.007540286,0.45328874
0.007560555,0.45328874
0.007560555,0.453511706
0.007621364,0.453511706
0.007621364,0.453734671
0.007631499,0.453734671
0.007631499,0.454180602
0.007702442,0.454180602
0.007702442,0.454403567
0.007712577,0.454403567
0.007712577,0.454626533
0.007722712,0.454626533
0.007722712,0.454849498
0.007783521,0.454849498
0.007783521,0.455072464
0.007834195,0.455072464
0.007834195,0.455295429
0.007864599,0.455295429
0.007864599,0.45574136
0.007884869,0.45574136
0.007884869,0.455964326
0.007895004,0.455964326
0.007895004,0.456187291
0.007925408,0.456187291
0.007925408,0.456410256
0.007965947,0.456410256
0.007965947,0.456633222
0.007986217,0.456633222
0.007986217,0.456856187
0.007996351,0.456856187
0.007996351,0.457079153
0.008047025,0.457079153
0.008047025,0.457302118
0.008097699,0.457302118
0.008097699,0.457525084
0.008178778,0.457525084
0.008178778,0.458416945
0.008188913,0.458416945
0.008188913,0.458639911
0.008239587,0.458639911
0.008239587,0.458862876
0.00829026,0.458862876
0.00829026,0.459085842
0.008442282,0.459085842
0.008442282,0.459308807
0.008452417,0.459308807
0.008452417,0.459977703
0.008462552,0.459977703
0.008462552,0.460423634
0.008482822,0.460423634
0.008482822,0.4606466
0.008492956,0.4606466
0.008492956,0.461092531
0.008503091,0.461092531
0.008503091,0.461315496
0.008513226,0.461315496
0.008513226,0.461538462
0.00854363,0.461538462
0.00854363,0.461761427
0.008614574,0.461761427
0.008614574,0.462430323
0.008634843,0.462430323
0.008634843,0.462653289
0.008655113,0.462653289
0.008655113,0.462876254
0.008665248,0.462876254
0.008665248,0.46309922
0.008726057,0.46309922
0.008726057,0.463322185
0.008736191,0.463322185
0.008736191,0.463545151
0.008857809,0.463545151
0.008857809,0.463768116
0.008867944,0.463768116
0.008867944,0.464882943
0.008938887,0.464882943
0.008938887,0.465105909
0.008959157,0.465105909
0.008959157,0.465328874
0.009040235,0.465328874
0.009040235,0.465774805
0.009182122,0.465774805
0.009182122,0.466443701
0.009222661,0.466443701
0.009222661,0.466666667
0.009242931,0.466666667
0.009242931,0.466889632
0.009273335,0.466889632
0.009273335,0.467112598
0.009313875,0.467112598
0.009313875,0.467558528
0.009364548,0.467558528
0.009364548,0.467781494
0.009445627,0.467781494
0.009445627,0.468004459
0.009496301,0.468004459
0.009496301,0.46845039
0.009567244,0.46845039
0.009567244,0.468673356
0.009577379,0.468673356
0.009577379,0.468896321
0.009597649,0.468896321
0.009597649,0.469119287
0.009607784,0.469119287
